adr_idx,adr_id,adr_name
732,C0221281,Poikilocytosis
733,C0221436,Melanoderma
734,C0221706,Road traffic accident
735,C0221717,Contact lens intolerance
736,C0221725,Bronchial obstruction
737,C0221743,Skin reaction
738,C0221745,Depression suicidal
739,C0221776,Oral pain
740,C0227791,Vaginal discharge
741,C0231170,Disability
742,C0231218,Malaise
743,C0231471,Posture abnormal
744,C0231528,Myalgia
745,C0231529,Tendon pain
746,C0231530,Muscle twitching
747,C0231856,Breath sounds abnormal
748,C0232197,Cardiac fibrillation
749,C0232409,Hair growth abnormal
750,C0232431,Cold sweat
751,C0232461,Increased appetite
752,C0232462,Decreased appetite
753,C0232487,Abdominal discomfort
754,C0232495,Abdominal pain lower
755,C0232498,Abdominal tenderness
756,C0232766,Asterixis
757,C0233401,Psychiatric symptom
758,C0233407,Disorientation
759,C0233415,Distractibility
760,C0233471,Flat affect
761,C0233472,Affect lability
762,C0233479,Elevated mood
763,C0233514,Abnormal behaviour
764,C0233523,Antisocial behaviour
765,C0233528,Asocial behaviour
766,C0233565,Bradykinesia
767,C0233632,Thinking abnormal
768,C0233651,Perseveration
769,C0233763,"Hallucination, visual"
770,C0233795,Anterograde amnesia
771,C0233844,Clumsiness
772,C0233973,Painful erection
773,C0233976,Clitoral engorgement
774,C0234144,Dysgraphia
775,C0234192,Feeling cold
776,C0234376,Action tremor
777,C0234507,Anosognosia
778,C0234708,Intraocular pressure increased
779,C0234894,Dermatitis acneiform
780,C0234918,Rash morbilliform
781,C0234930,Skin odour abnormal
782,C0235002,Head discomfort
783,C0235014,Fontanelle bulging
784,C0235031,Neurological symptom
785,C0235074,Tongue paralysis
786,C0235086,Muscle contractions involuntary
787,C0235146,Euphoric mood
788,C0235218,Skin warm
789,C0235229,Ciliary muscle spasm
790,C0235266,Eye irritation
791,C0235270,Keratopathy
792,C0235280,Ototoxicity
793,C0235329,Small intestinal obstruction
794,C0235351,Tongue ulceration
795,C0235409,Increased insulin requirement
796,C0235653,Breast cancer female
797,C0235660,Galactorrhoea
798,C0235678,Vaginal odour
799,C0235753,Haemangioma congenital
800,C0235761,Nasal septum perforation
801,C0235770,Malignant ovarian cyst
802,C0235807,Hair texture abnormal
803,C0235832,Hernia congenital
804,C0235833,Congenital diaphragmatic hernia
805,C0235883,Uterine inflammation
806,C0235884,Gastric perforation
807,C0235942,Skull malformation
808,C0235957,Muscle necrosis
809,C0235984,Salivary duct obstruction
810,C0236018,Aura
811,C0236048,Gastric polyps
812,C0236053,Mucosal ulceration
813,C0236061,Haptoglobin increased
814,C0236065,Oedema mouth
815,C0236073,Cerebellar infarction
816,C0236124,Gastrointestinal obstruction
817,C0236151,Renal function test abnormal
818,C0236816,Acute stress disorder
819,C0237326,Dyschezia
820,C0237849,Skin exfoliation
821,C0237938,Gastrointestinal ulcer
822,C0238033,Breast cancer male
823,C0238113,Radiation oesophagitis
824,C0238198,Gastrointestinal stromal tumour
825,C0238309,Ischaemic neuropathy
826,C0238457,Renal vein thrombosis
827,C0238461,Anaplastic thyroid cancer
828,C0238463,Papillary thyroid cancer
829,C0238634,Anal inflammation
830,C0239134,Productive cough
831,C0239295,Oesophageal candidiasis
832,C0239337,Limb deformity
833,C0239725,Genital pain
834,C0239729,Genital rash
835,C0239779,Grimacing
836,C0239940,Glycosylated haemoglobin increased
837,C0239981,Hypoalbuminaemia
838,C0240211,Lip swelling
839,C0240417,Muscle mass
840,C0240735,Personality change
841,C0240773,Plantar erythema
842,C0240897,Retinal exudates
843,C0241057,Skin burning sensation
844,C0241060,Dermal cyst
845,C0241069,Skin erosion
846,C0241075,Skin induration
847,C0241166,Skin tightness
848,C0241254,Mucous stools
849,C0241266,Subcutaneous abscess
850,C0241442,Protrusion tongue
851,C0241619,Vaginal cyst
852,C0241729,Weight fluctuation
853,C0241934,Hypomania
854,C0242184,Hypoxia
855,C0242339,Dyslipidaemia
856,C0242350,Erectile dysfunction
857,C0242362,Intervertebral disc protrusion
858,C0242420,Retinal oedema
859,C0242422,Parkinsonism
860,C0242461,Purpura non-thrombocytopenic
861,C0242528,Azotaemia
862,C0242656,Disease progression
863,C0242698,Left ventricular dysfunction
864,C0242973,Ventricular dysfunction
865,C0242979,Muscle fatigue
866,C0243001,Abdominal abscess
867,C0243010,Encephalitis viral
868,C0243026,Sepsis
869,C0259756,Jarisch-Herxheimer reaction
870,C0259768,Wound dehiscence
871,C0262385,Autonomic nervous system imbalance
872,C0262397,Breast tenderness
873,C0262613,Renal mass
874,C0262666,Vulval abscess
875,C0262977,Skin depigmentation
876,C0262985,Dermatitis psoriasiform
877,C0263008,Skin fibrosis
878,C0263111,Perineal abscess
879,C0263437,Acne infantile
880,C0264268,Nasal septum ulceration
881,C0264309,Vocal cord disorder
882,C0264383,Organising pneumonia
883,C0264714,Cardiac failure acute
884,C0264733,Dilatation ventricular
885,C0264893,Nodal arrhythmia
886,C0264909,Defect conduction intraventricular
887,C0265547,Limb reduction defect
888,C0266011,Supernumerary nipple
889,C0266316,Congenital hydronephrosis
